Company,ESG Risk Rating,Score
"Joby Aviation, Inc.",Severe ESG Risk,40.3
"John B. Sanfilippo & Son, Inc.",High ESG Risk,32.6
John Bean Technologies Corp.,Medium ESG Risk,25.0
John Deere Financial Ltd.,Low ESG Risk,18.7
"John Marshall Bancorp, Inc.",High ESG Risk,30.1
John Mattson Fastighetsföretagen AB,Low ESG Risk,18.9
John Sevier Combined Cycle Generation LLC,Severe ESG Risk,44.9
"John Wiley & Sons, Inc.",Low ESG Risk,13.1
John Wood Group Plc,Low ESG Risk,18.9
Johns Lyng Group Ltd.,Severe ESG Risk,43.8
Johnson & Johnson,Medium ESG Risk,23.1
Johnson Controls International Plc,Low ESG Risk,14.3
Johnson Electric Holdings Ltd.,Low ESG Risk,17.8
Johnson Health Tech Co. Ltd.,Low ESG Risk,14.4
Johnson Matthey Plc,Medium ESG Risk,20.6
"Johnson Outdoors, Inc.",Low ESG Risk,11.3
Johnson Service Group Plc,Low ESG Risk,18.0
"Joincare Pharmaceutical Group Industry Co., Ltd.",High ESG Risk,32.6
"JOINN Laboratories (China) Co., Ltd.",Low ESG Risk,19.6
"Jointown Pharmaceutical Group Co., Ltd.",Medium ESG Risk,26.8
Jollibee Foods Corp.,Medium ESG Risk,29.2
Jonah Energy Abs I LLC,High ESG Risk,32.1
"Jones Lang LaSalle, Inc.",Negligible ESG Risk,6.8
"Jonjee Hi-Tech Industrial & Commercial Holding Co., Ltd.",Severe ESG Risk,43.2
"Joshin Denki Co., Ltd.",Low ESG Risk,14.6
JOST Werke SE,Low ESG Risk,17.9
"Joy Spreader Group, Inc.",Medium ESG Risk,26.8
Joyful Honda Co. Ltd.,Low ESG Risk,17.3
"Joyoung Co., Ltd.",Medium ESG Risk,22.4
"JOYY, Inc.",Medium ESG Risk,24.3
"JP Holdings, Inc.",Medium ESG Risk,20.1
JPMorgan Chase & Co.,High ESG Risk,30.1
JR Global REIT,Medium ESG Risk,23.0
JS Global Lifestyle Co. Ltd.,Medium ESG Risk,22.1
JSE Ltd.,Low ESG Risk,17.9
"JSL Construction & Development Co., Ltd.",Severe ESG Risk,40.9
JSP Corp.,High ESG Risk,30.3
JSR Corp.,High ESG Risk,30.9
JSTI Group,Severe ESG Risk,41.6
JSW Cement Ltd.,Low ESG Risk,17.0
JSW Energy Ltd.,Medium ESG Risk,23.9
JSW Hydro Energy Ltd.,Medium ESG Risk,24.9
JSW Infrastructure Ltd.,High ESG Risk,32.6
JSW Steel Ltd.,High ESG Risk,38.1
JTC Plc,Medium ESG Risk,25.9
JTEKT Corp.,Medium ESG Risk,23.5
"JTOWER, Inc.",Severe ESG Risk,48.1
Jubilant FoodWorks Ltd.,Medium ESG Risk,22.6
Jubilant Ingrevia Ltd.,Medium ESG Risk,26.9
Jubilant Pharmova Ltd.,High ESG Risk,30.2
Judges Scientific Plc,Low ESG Risk,14.2
Judo Capital Holdings Ltd.,High ESG Risk,30.2
"Juewei Food Co., Ltd.",Severe ESG Risk,47.4
JUKI Corp.,High ESG Risk,32.6
Julius Bär Gruppe AG,Low ESG Risk,17.3
Jumbo Interactive Ltd.,Medium ESG Risk,25.4
Jumbo SA,Low ESG Risk,19.4
"Juneyao Airlines Co., Ltd.",High ESG Risk,35.6
Jungfraubahn Holding AG,High ESG Risk,32.1
Jungheinrich AG,Medium ESG Risk,25.8
"Juniper Networks, Inc.",Low ESG Risk,15.0
Jupiter Fund Management Plc,Low ESG Risk,16.7
Jupiter Mines Ltd.,Severe ESG Risk,44.1
"Juroku Financial Group, Inc.",Medium ESG Risk,29.6
Just Dial Ltd.,Medium ESG Risk,23.3
Just Eat Takeaway.com NV,Medium ESG Risk,23.5
Just Group Plc,Low ESG Risk,13.2
JustSystems Corp.,Medium ESG Risk,21.3
"JUSUNG ENGINEERING Co., Ltd.",Medium ESG Risk,21.7
JVCKenwood Corp.,Medium ESG Risk,21.0
JW PHARMACEUTICAL Corp.,High ESG Risk,36.0
Jyothy Labs Ltd.,Medium ESG Risk,27.4
JYP Entertainment Corp.,Low ESG Risk,16.3
Jyske Bank A/S,Medium ESG Risk,23.9
Jyske Realkredit A/S,Medium ESG Risk,21.3
"K Car Co., Ltd.",Low ESG Risk,16.8
K-Fast Holding AB,Low ESG Risk,16.4
K. Wah International Holdings Ltd.,Low ESG Risk,18.9
K.P.R. Mill Ltd.,Low ESG Risk,14.0
"K.S. Terminals, Inc.",Medium ESG Risk,21.1
K's Holdings Corp.,Low ESG Risk,19.1
"K&O Energy Group, Inc.",High ESG Risk,39.6
K+S AG,High ESG Risk,30.6
K2A Knaust & Andersson Fastigheter AB,Low ESG Risk,12.0
"K92 Mining, Inc.",High ESG Risk,38.2
KABE Group AB,Medium ESG Risk,20.8
"Kabuki-Za Co., Ltd.",Medium ESG Risk,26.7
Kadant Inc.,Medium ESG Risk,28.8
Kadokawa Corp.,Low ESG Risk,13.3
"Kaga Electronics Co., Ltd.",Low ESG Risk,14.5
"Kagome Co., Ltd.",High ESG Risk,37.0
Kahoot! ASA,Medium ESG Risk,21.4
Kaimei Electronic Corp.,Medium ESG Risk,25.4
Kainos Group Plc,Low ESG Risk,15.4
Kaisa Group Holdings Ltd.,Low ESG Risk,17.6
Kaiser Aluminum Corp.,Medium ESG Risk,29.8
Kaiser Permanente Washington Health Research Institute,High ESG Risk,35.7
Kaishan Group Co. Ltd.,High ESG Risk,36.9
Kajaria Ceramics Ltd.,Medium ESG Risk,25.7
Kajima Corp.,High ESG Risk,31.3
"Kakaku.com, Inc.",Medium ESG Risk,27.2
Kakao Corp.,Medium ESG Risk,21.1
Kakao Games Corp.,Low ESG Risk,19.7
KakaoBank Corp.,Medium ESG Risk,29.8
kakaopay Corp.,Low ESG Risk,18.2
"Kaken Pharmaceutical Co., Ltd.",Medium ESG Risk,28.9
Kallpa Generación SA,High ESG Risk,37.1
Kalpataru Projects International Ltd.,High ESG Risk,35.6
"Kaltura, Inc.",Medium ESG Risk,23.6
"KalVista Pharmaceuticals, Inc.",High ESG Risk,35.4
Kalyan Jewellers India Ltd.,Low ESG Risk,19.1
Kamada Ltd.,Medium ESG Risk,26.7
"Kamakura Shinsho, Ltd.",Medium ESG Risk,24.6
Kaman Corp.,Low ESG Risk,19.2
Kambi Group Plc,Medium ESG Risk,29.3
"Kameda Seika Co., Ltd.",High ESG Risk,38.2
Kamei Corp.,High ESG Risk,30.5
"Kamigumi Co., Ltd.",Low ESG Risk,18.3
Kanaden Corp.,Medium ESG Risk,27.1
"Kanagawa Chuo Kotsu Co., Ltd.",Medium ESG Risk,24.7
"Kanamic Network Co., LTD.",Medium ESG Risk,22.6
"Kanamoto Co., Ltd.",Medium ESG Risk,24.3
"Kandenko Co., Ltd.",High ESG Risk,37.2
Kaneka Corp.,Medium ESG Risk,29.9
Kanematsu Corp.,Medium ESG Risk,22.4
Kangji Medical Holdings Ltd.,Medium ESG Risk,25.2
"Kangwon Land, Inc.",Medium ESG Risk,28.1
Kansai Food Market Ltd.,Medium ESG Risk,27.1
Kansai Nerolac Paints Ltd.,Low ESG Risk,18.0
"Kansai Paint Co., Ltd.",High ESG Risk,30.1
"Kanto Denka Kogyo Co., Ltd.",High ESG Risk,35.0
Kanzhun Ltd.,Medium ESG Risk,22.3
Kao Corp.,Low ESG Risk,18.0
KAP Ltd.,High ESG Risk,38.0
"Kappa Create Co., Ltd.",High ESG Risk,36.7
"Karat Packaging, Inc.",Medium ESG Risk,25.1
Karbon Homes Ltd.,Low ESG Risk,18.9
Kardemir Karabük Demir Çelik Sanayi ve Ticaret AS,High ESG Risk,34.0
Kardex Holding AG,Medium ESG Risk,23.1
Karnataka Bank Ltd.,Medium ESG Risk,24.6
Karnov Group AB,Low ESG Risk,19.2
Karolinska Development AB,High ESG Risk,37.9
Karoon Energy Ltd.,Severe ESG Risk,40.1
"Karora Resources, Inc.",Severe ESG Risk,45.5
Karsan Otomotiv Sanayii ve Ticaret AS,Medium ESG Risk,24.7
Kartonsan Karton Sanayi ve Ticaret AS,Low ESG Risk,19.5
"Karuna Therapeutics, Inc.",High ESG Risk,33.2
Karur Vysya Bank Ltd.,Medium ESG Risk,27.4
"Karyopharm Therapeutics, Inc.",Medium ESG Risk,24.4
Kasikornbank Public Co. Ltd.,Medium ESG Risk,20.8
Kaspi.kz JSC,High ESG Risk,36.0
"Katakura Industries Co., Ltd.",Severe ESG Risk,45.7
"KATITAS Co., Ltd.",Medium ESG Risk,21.6
"Kato Sangyo Co., Ltd.",Low ESG Risk,19.2
Kaufman & Broad SA,Low ESG Risk,18.3
Kaveri Seed Co. Ltd.,Severe ESG Risk,40.1
"Kawada Technologies, Inc.",High ESG Risk,38.5
Kawasaki Heavy Industries Ltd.,High ESG Risk,39.5
"Kawasaki Kisen Kaisha, Ltd.",Medium ESG Risk,20.3
Kaynes Technology India Ltd.,Low ESG Risk,19.7
"KB Capital Co., Ltd.",Medium ESG Risk,25.7
"KB Financial Group, Inc.",Medium ESG Risk,20.0
KB Home,Low ESG Risk,14.2
"KB Kookmin Card Co., Ltd.",Low ESG Risk,18.8
"KB Securities Co., Ltd",Medium ESG Risk,22.0
KBC Ancora SCA,High ESG Risk,34.1
KBC Corp. Ltd.,Medium ESG Risk,29.0
KBC Group NV,Negligible ESG Risk,9.8
"KBR, Inc.",Low ESG Risk,19.3
"KC Co., Ltd. (South Korea)",Medium ESG Risk,23.0
KCC Corp.,Medium ESG Risk,27.2
KCC Glass Corp.,Medium ESG Risk,24.8
"KCE Electronics Public Co., Ltd.",Low ESG Risk,18.9
"KCTech Co., Ltd.",Medium ESG Risk,20.0
KDDI Corp.,Medium ESG Risk,21.1
KDX Realty Investment Corporation,Low ESG Risk,14.4
"KE Holdings, Inc.",Medium ESG Risk,23.3
Kearny Financial Corp.,High ESG Risk,31.7
KEB Hana Bank,Low ESG Risk,18.2
"Keboda Technology Co., Ltd.",Medium ESG Risk,21.7
KEC International Ltd.,High ESG Risk,31.6
"Keda Industrial Group Co., Ltd.",High ESG Risk,36.5
"Kee Tai Properties Co., Ltd.",Medium ESG Risk,24.2
"KeePer Technical Laboratory Co., Ltd.",Severe ESG Risk,40.7
"Kehua Data Co., Ltd.",Low ESG Risk,17.4
KEI Industries Ltd.,Medium ESG Risk,22.3
"Keihan Holdings Co., Ltd.",Severe ESG Risk,50.9
"Keihanshin Building Co., Ltd.",Low ESG Risk,14.2
Keikyu Corp.,High ESG Risk,31.5
Keio Corp.,High ESG Risk,30.0
"Keisei Electric Railway Co., Ltd.",High ESG Risk,31.0
"Keiyo Co., Ltd.",Low ESG Risk,18.7
Kellanova,Medium ESG Risk,27.1
Keller Group Plc,High ESG Risk,33.3
"Kelly Services, Inc.",Low ESG Risk,10.3
Kelsian Group Ltd.,Low ESG Risk,14.5
"Kelso Technologies, Inc.",Medium ESG Risk,30.0
Kelt Exploration Ltd.,Severe ESG Risk,50.5
Kemira Oyj,Medium ESG Risk,27.2
Kemper Corp.,Medium ESG Risk,30.0
Kempower Oyj,Low ESG Risk,13.6
"Kenda Rubber Industrial Co., Ltd.",Low ESG Risk,18.6
Kenedix Residential Next Investment Corp.,Low ESG Risk,15.2
Kenedix Retail REIT Corp.,Low ESG Risk,16.4
"KENKO Mayonnaise Co., Ltd.",Severe ESG Risk,43.1
Kenmare Resources Plc,Medium ESG Risk,25.2
"Kennametal, Inc.",Medium ESG Risk,22.0
"Kennedy-Wilson Holdings, Inc.",Low ESG Risk,15.7
Kenon Holdings Ltd.,Severe ESG Risk,54.1
Kentucky Utilities Co.,High ESG Risk,31.3
"Kenvue, Inc.",Low ESG Risk,16.6
"KEPCO Engineering & Construction Co., Inc.",Medium ESG Risk,29.7
"KEPCO Plant Service & Engineering Co., Ltd.",Low ESG Risk,18.4
Kepler Weber SA,Medium ESG Risk,29.0
Keppel Corp. Ltd.,High ESG Risk,35.3
Keppel DC REIT,Low ESG Risk,12.2
Keppel Infrastructure Trust,High ESG Risk,34.6
Keppel Pacific Oak US REIT,Negligible ESG Risk,8.7
Keppel REIT,Negligible ESG Risk,8.7
Kerevitas Gida Sanayi  ve Ticaret AS,Medium ESG Risk,25.2
Kering SA,Low ESG Risk,10.6
Kernel Holding SA,Severe ESG Risk,44.0
"Keros Therapeutics, Inc.",Medium ESG Risk,28.0
Kerry Express (Thailand) Public Co. Ltd.,Low ESG Risk,16.8
Kerry Group Plc,Medium ESG Risk,24.6
Kerry Logistics Network Ltd.,Medium ESG Risk,20.1
Kerry Properties Ltd.,Low ESG Risk,11.6
"Kerry TJ Logistics Co., Ltd.",Medium ESG Risk,20.6
Kervan Gida Sanayi ve Ticaret AS,Severe ESG Risk,44.5
"Keshun Waterproof Technologies Co., Ltd.",High ESG Risk,31.4
Kesko Oyj,Low ESG Risk,16.3
"Keurig Dr Pepper, Inc.",Medium ESG Risk,24.5
Kewal Kiran Clothing Ltd.,Low ESG Risk,18.4
Kewpie Corp.,High ESG Risk,30.9
"Key Coffee, Inc.",Severe ESG Risk,40.4
Keybank National Association,Medium ESG Risk,26.5
KeyCorp,Medium ESG Risk,21.8
KEYENCE Corp.,Low ESG Risk,13.8
Keyera Corp.,Medium ESG Risk,20.4
"Keymed Biosciences, Inc.",Medium ESG Risk,27.8
"Keysight Technologies, Inc.",Negligible ESG Risk,7.6
KeySpan Gas East Corp.,Low ESG Risk,19.6
Keywords Studios Plc,Low ESG Risk,17.8
"Kezar Life Sciences, Inc.",Medium ESG Risk,25.3
KFC Holdings Japan Ltd.,High ESG Risk,31.0
"Kforce, Inc.",Negligible ESG Risk,8.7
KfW,Negligible ESG Risk,5.4
"KG DongbuSteel Co., Ltd.",High ESG Risk,36.6
"KG ETS Co., Ltd.",High ESG Risk,30.1
KGHM Polska Miedz SA,High ESG Risk,35.7
"KH Neochem Co., Ltd.",Medium ESG Risk,27.4
KH Vatec Co. Ltd.,Medium ESG Risk,27.4
Khon Kaen Sugar Industry Public Co. Ltd.,Severe ESG Risk,41.1
"KI-Star Real Estate Co., Ltd.",Medium ESG Risk,25.0
Kia Corp.,Medium ESG Risk,24.7
Kiatnakin Phatra Bank Public Co. Ltd.,Medium ESG Risk,28.5
Kid ASA,Low ESG Risk,13.0
Kier Group Plc,Medium ESG Risk,23.6
Kikkoman Corp.,High ESG Risk,34.2
Killam Apartment REIT,Low ESG Risk,12.6
Kilroy Realty Corp.,Low ESG Risk,13.3
"Kimball Electronics, Inc.",Negligible ESG Risk,4.5
Kimbell Royalty Partners LP,Severe ESG Risk,42.6
Kimberly-Clark Corp.,Medium ESG Risk,28.6
Kimberly-Clark de México SAB de CV,Medium ESG Risk,25.2
Kimco Realty Corp.,Low ESG Risk,10.9
Kin + Carta Plc,Low ESG Risk,19.4
"Kinaxis, Inc.",Low ESG Risk,11.7
Kinden Corp.,High ESG Risk,38.5
Kinder Morgan Energy Partners LP,Medium ESG Risk,23.3
"Kinder Morgan, Inc.",Low ESG Risk,18.7
"Kindom Development Co., Ltd.",Low ESG Risk,16.1
Kindred Group Plc,Medium ESG Risk,21.7
Kinepolis Group NV,Low ESG Risk,17.6
Kinetic Development Group Ltd.,Severe ESG Risk,47.1
"Kinetik Holdings, Inc.",High ESG Risk,34.9
"King Slide Works Co., Ltd.",Low ESG Risk,12.9
"King Yuan Electronics Co., Ltd.",High ESG Risk,32.0
King's Town Bank,Low ESG Risk,17.5
"King's Town Construction Co., Ltd.",Medium ESG Risk,20.9
Kingboard Holdings Ltd.,High ESG Risk,34.6
Kingboard Laminates Holdings Ltd.,High ESG Risk,35.6
"KingClean Electric Co., Ltd.",High ESG Risk,30.3
"Kingdee International Software Group Co., Ltd.",Medium ESG Risk,20.5
"Kingfa Sci. & Tech. Co., Ltd.",High ESG Risk,32.0
Kingfisher plc,Low ESG Risk,10.5
Kingkey Financial International (Holdings) Ltd.,Severe ESG Risk,41.3
"Kingnet Network Co., Ltd.",Low ESG Risk,16.9
Kingsoft Cloud Holdings Ltd.,Medium ESG Risk,26.9
Kingsoft Corp. Ltd.,Medium ESG Risk,24.3
Kingspan Group Plc,Low ESG Risk,19.8
Kinik Co.,High ESG Risk,30.4
Kiniksa Pharmaceuticals Ltd.,Medium ESG Risk,29.0
Kinnevik AB,Negligible ESG Risk,9.6
"Kinpo Electronics, Inc.",Medium ESG Risk,20.4
Kinross Gold Corp.,Medium ESG Risk,26.3
"Kinsale Capital Group, Inc.",Medium ESG Risk,28.4
Kinsus Interconnect Technology Corp.,High ESG Risk,31.4
Kintetsu Department Store Co. Ltd.,Medium ESG Risk,23.5
"Kintetsu Group Holdings Co., Ltd.",Severe ESG Risk,49.9
Kintor Pharmaceutical Ltd.,Medium ESG Risk,27.6
KION GROUP AG,Medium ESG Risk,20.1
Kirby Corp.,Medium ESG Risk,22.3
"Kirin Holdings Co., Ltd.",Medium ESG Risk,21.3
Kirloskar Brothers Ltd.,Medium ESG Risk,21.0
Kirloskar Industries Ltd.,Severe ESG Risk,42.7
Kirloskar Oil Engines Ltd.,Medium ESG Risk,22.8
KISCO Corp.,Severe ESG Risk,47.8
"KISOJI CO., LTD.",High ESG Risk,36.0
"Kissei Pharmaceutical Co., Ltd.",High ESG Risk,33.4
KISWIRE Ltd.,Severe ESG Risk,47.3
Kitanotatsujin Corp.,High ESG Risk,30.7
Kite Realty Group Trust,Low ESG Risk,10.9
Kitex Garments Ltd.,Low ESG Risk,16.5
Kitron ASA,Low ESG Risk,10.3
KITZ Corp.,Medium ESG Risk,25.9
Kiwi Property Group Ltd.,Low ESG Risk,12.7
"KIWOOM Securities Co., Ltd.",High ESG Risk,34.3
Kizilbük Gayrimenkul Yatirim Ortakligi AS,Medium ESG Risk,23.9
"KKR & Co., Inc.",Medium ESG Risk,22.0
KKR Real Estate Finance Trust Inc.,Low ESG Risk,17.8
KLA Corp.,Low ESG Risk,17.2
Klabin SA,Low ESG Risk,13.6
KlaraBo Sverige AB,Medium ESG Risk,21.4
KLCC Property Holdings Bhd.,Low ESG Risk,12.2
Kleopatra Holdings 2 SCA,Negligible ESG Risk,9.6
Klépierre SA,Negligible ESG Risk,9.3
Klöckner & Co. SE,Medium ESG Risk,21.4
"KLX Energy Services Holdings, Inc.",High ESG Risk,38.3
"KMC (Kuei Meng) International, Inc.",Low ESG Risk,11.4
KMD Brands Ltd.,Low ESG Risk,15.8
"KMW, Inc.",Low ESG Risk,18.1
Knaus Tabbert AG,Medium ESG Risk,20.6
"Knight Therapeutics, Inc.",High ESG Risk,36.5
"Knight-Swift Transportation Holdings, Inc.",Low ESG Risk,18.3
Knorr-Bremse AG,Low ESG Risk,13.8
Knowit AB,Low ESG Risk,15.2
Knowles Corp.,Low ESG Risk,17.6
KNR Constructions Ltd.,Severe ESG Risk,42.8
KNT-CT Holdings Co. Ltd.,High ESG Risk,33.0
Koa Corp.,Medium ESG Risk,23.2
"Koatsu Gas Kogyo Co., Ltd.",High ESG Risk,35.5
"Kobayashi Pharmaceutical Co., Ltd.",High ESG Risk,34.7
"Kobe Bussan Co., Ltd.",High ESG Risk,32.1
"Kobe Steel, Ltd.",Severe ESG Risk,41.0
Koç Holding A.S.,Severe ESG Risk,40.7
"Kodiak Sciences, Inc.",Medium ESG Risk,25.5
"Koei Tecmo Holdings Co., Ltd.",Low ESG Risk,17.3
Kogan.com Ltd.,Medium ESG Risk,23.1
"Koh Young Technology, Inc.",Medium ESG Risk,20.1
Kohl's Corp.,Low ESG Risk,18.6
"Kohnan Shoji Co., Ltd.",Medium ESG Risk,22.0
"Koito Manufacturing Co., Ltd.",Medium ESG Risk,22.5
Kojamo Oyj,Low ESG Risk,13.1
"Kojima Co., Ltd.",Medium ESG Risk,20.4
"KOKUYO CO., LTD.",Negligible ESG Risk,8.7
"Kolmar Korea Co., Ltd.",High ESG Risk,30.3
"KolmarBNH Co., Ltd.",High ESG Risk,30.7
Kolon Corp.,High ESG Risk,38.2
"Kolon Industries, Inc.",Medium ESG Risk,25.1
Komatsu Ltd.,Medium ESG Risk,23.7
"KOMATSU MATERE Co., Ltd.",Medium ESG Risk,23.1
Komax Holding AG,High ESG Risk,30.0
"KOMEDA Holdings Co., Ltd.",Medium ESG Risk,28.1
Komercní banka as,Medium ESG Risk,22.3
"KOMERI CO., LTD.",Low ESG Risk,19.9
KoMiCo Ltd.,Medium ESG Risk,26.0
"Komipharm International Co., Ltd.",Severe ESG Risk,41.4
Kommunalbanken AS (Norway),Low ESG Risk,11.0
KommuneKredit,Low ESG Risk,14.8
Kommuninvest i Sverige AB,Low ESG Risk,13.1
Komori Corp.,High ESG Risk,34.4
KONAMI Group Corp.,Low ESG Risk,19.3
Kone Oyj,Low ESG Risk,16.6
Konecranes Oyj,Low ESG Risk,14.1
"Konfoong Materials International Co., Ltd.",Medium ESG Risk,27.4
Kongsberg Automotive ASA,Low ESG Risk,18.8
Kongsberg Gruppen ASA,Medium ESG Risk,23.2
"Konica Minolta, Inc.",Low ESG Risk,16.0
Koninklijke Ahold Delhaize NV,Medium ESG Risk,26.1
Koninklijke BAM Groep NV,Low ESG Risk,17.7
Koninklijke DSM NV,Medium ESG Risk,21.6
Koninklijke Heijmans NV,Medium ESG Risk,27.0
Koninklijke Philips NV,Medium ESG Risk,22.7
"Konishi Co., Ltd.",High ESG Risk,33.5
"Konka Group Co., Ltd.",High ESG Risk,30.7
"Konoike Transport Co., Ltd.",Medium ESG Risk,22.9
"Kontoor Brands, Inc.",Low ESG Risk,14.8
Kontron AG,Low ESG Risk,19.3
Konya Çimento Sanayii AS,Severe ESG Risk,46.6
"Koppers Holdings, Inc.",Medium ESG Risk,25.2
Kordsa Teknik Tekstil AS,Low ESG Risk,12.7
KOREA AEROSPACE INDUSTRIES Ltd.,Severe ESG Risk,44.9
"Korea Asset In Trust Co., Ltd.",Low ESG Risk,19.2
Korea Development Bank,Low ESG Risk,15.7
"Korea East-West Power Co., Ltd.",High ESG Risk,33.2
Korea Electric Power Corp.,High ESG Risk,33.5
"Korea Electric Power Industrial Development Co., Ltd.",Severe ESG Risk,52.3
"KOREA ELECTRIC TERMINAL Co., Ltd.",Medium ESG Risk,29.1
"Korea Environment Technology Co., Ltd.",Medium ESG Risk,28.1
Korea Expressway Corp.,High ESG Risk,34.2
Korea Gas Corp.,Medium ESG Risk,29.1
Korea Housing Finance Corp.,Medium ESG Risk,23.0
"Korea Hydro & Nuclear Power Co., Ltd.",High ESG Risk,35.7
"Korea Investment & Securities Co., Ltd.",Low ESG Risk,17.3
"Korea Investment Holdings Co., Ltd.",Medium ESG Risk,30.0
Korea Line Corp.,Medium ESG Risk,29.0
"Korea Midland Power Co., Ltd.",High ESG Risk,39.0
Korea National Oil Corp.,Severe ESG Risk,41.8
"KOREA PETROCHEMICAL IND Co., Ltd.",Medium ESG Risk,25.2
"Korea Real Estate Investment Trust Co., Ltd.",Medium ESG Risk,21.3
Korea Resources Corp. (South Korea),Severe ESG Risk,45.0
Korea SMEs & Startups Agency,Low ESG Risk,12.7
"Korea South-East Power Co., Ltd.",High ESG Risk,32.0
"Korea Southern Power Co., Ltd.",High ESG Risk,31.7
"KOREA UNITED PHARM, Inc.",High ESG Risk,32.8
"Korea Western Power Co., Ltd.",High ESG Risk,32.7
"Korea Zinc Co., Ltd.",Severe ESG Risk,44.4
"Korean Air Lines Co., Ltd.",Medium ESG Risk,23.0
Korean Reinsurance Co.,Medium ESG Risk,26.9
Korn Ferry,Negligible ESG Risk,8.3
Kornit Digital Ltd.,Medium ESG Risk,24.1
"KORU Medical Systems, Inc.",High ESG Risk,31.0
"KOSAIDO Holdings Co., Ltd.",Low ESG Risk,10.7
KOSÉ Corp.,Medium ESG Risk,28.6
"Koshidaka Holdings Co., Ltd.",High ESG Risk,35.1
Kosmos Energy Ltd.,Medium ESG Risk,28.3
Kossan Rubber Industries Bhd.,Low ESG Risk,14.6
Kotak Mahindra Bank Ltd.,Low ESG Risk,18.8
"Kotobuki Spirits Co., Ltd.",High ESG Risk,39.1
Kourakuen Holdings Corp.,High ESG Risk,37.5
Kowloon Development Co. Ltd.,Low ESG Risk,17.1
Koza Altin Isletmeleri AS,Severe ESG Risk,53.7
Koza Anadolu Metal Madencilik Isletmeleri AS,Severe ESG Risk,47.8
"KPC Pharmaceuticals, Inc.",High ESG Risk,33.3
KPIT Technologies Ltd.,Low ESG Risk,18.8
KPJ Healthcare Bhd.,Medium ESG Risk,27.5
"KPP Group Holdings Co., Ltd.",Medium ESG Risk,26.0
"KRAFTON, Inc",Low ESG Risk,17.5
"Kratos Defense & Security Solutions, Inc.",Severe ESG Risk,45.9
KRBL Ltd.,High ESG Risk,34.3
Krishna Institute of Medical Sciences Ltd.,Medium ESG Risk,26.6
"Krispy Kreme, Inc.",Low ESG Risk,19.0
Krones AG,Medium ESG Risk,22.7
"Kronos Worldwide, Inc.",Medium ESG Risk,24.8
Krosaki Harima Corp.,Severe ESG Risk,41.6
Kruger Packaging Holdings LP,Low ESG Risk,19.3
"Kruger Products, Inc.",Medium ESG Risk,26.8
KRUK SA,Medium ESG Risk,21.6
"Krung Thai Bank Public Co., Ltd.",Medium ESG Risk,26.8
KrungThai Card Public Co. Ltd.,Low ESG Risk,15.1
"Krystal Biotech, Inc.",High ESG Risk,32.1
KSA Sukuk Ltd.,High ESG Risk,35.1
KSB Ltd.,Medium ESG Risk,27.3
KSB SE & Co. KGaA,Medium ESG Risk,29.0
KT Corp.,Medium ESG Risk,26.4
KT&G Corp.,Medium ESG Risk,27.2
Kuaishou Technology,Medium ESG Risk,27.3
Kuala Lumpur Kepong Bhd.,High ESG Risk,35.9
"Kuang-Chi Technologies Co., Ltd.",High ESG Risk,31.1
Kubota Corp.,Medium ESG Risk,21.0
Kühne + Nagel International AG,Low ESG Risk,15.0
"Kulicke & Soffa Industries, Inc.",Low ESG Risk,14.4
"Kumagai Gumi Co., Ltd.",High ESG Risk,32.5
Kumba Iron Ore Ltd.,Medium ESG Risk,21.1
"KUMHO Engineering & Construction Co., Ltd.",High ESG Risk,39.6
"Kumho Petrochemical Co., Ltd.",Low ESG Risk,18.4
"KUMHO TIRE Co., Inc.",Low ESG Risk,15.8
"Kumiai Chemical Industry Co., Ltd.",Severe ESG Risk,42.6
"Kung Long Batteries Industrial Co., Ltd.",Medium ESG Risk,25.2
KunLun Energy Co. Ltd.,Medium ESG Risk,27.4
"Kunlun Tech Co., Ltd.",Low ESG Risk,17.6
Kuntarahoitus Oyj,Negligible ESG Risk,9.3
"Kuo Toong International Co., Ltd.",Severe ESG Risk,40.1
"Kuo Yang Construction Co., Ltd.",Low ESG Risk,16.8
"Kura Oncology, Inc.",Medium ESG Risk,24.6
"Kura Sushi USA, Inc.",High ESG Risk,33.5
"Kura Sushi, Inc.",High ESG Risk,33.5
KURABO INDUSTRIES LTD.,High ESG Risk,35.5
"Kuraray Co., Ltd.",Medium ESG Risk,29.9
Kureha Corp.,High ESG Risk,30.0
Kurimoto Ltd.,High ESG Risk,38.0
Kurita Water Industries Ltd.,Medium ESG Risk,24.0
"Kusuri No Aoki Holdings Co., Ltd.",Medium ESG Risk,22.1
Kutxabank SA,Negligible ESG Risk,9.5
Kuveyt Türk Katilim Bankasi AS,Medium ESG Risk,29.4
Kuwait Cement Co. KPSC,Severe ESG Risk,47.9
Kuwait Finance House KSC,Medium ESG Risk,25.1
Kuwait International Bank KSC,High ESG Risk,37.4
Kuwait Projects Co. (Holding) KSC,Low ESG Risk,18.1
Kuwait Telecommunications Co.,Medium ESG Risk,26.8
"KVH Industries, Inc. (Delaware)",Low ESG Risk,20.0
Kvika banki hf,Medium ESG Risk,29.2
Kvutzat Acro Ltd.,Medium ESG Risk,25.2
"Kwang Dong Pharmaceutical Co., Ltd.",Severe ESG Risk,42.5
"Kweichow Moutai Co., Ltd.",High ESG Risk,30.3
KWG Group Holdings Ltd.,Medium ESG Risk,23.5
